time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20120629:1700,26.32,64.15,0,0,0,414.65,1.31,231,89607
20120629:1800,25.71,67.55,0,0,0,410.25,1.24,222,89562
20120629:1900,24.6,78.65,0,0,0,405.05,0.97,227,89518
20120629:2000,24.47,76.75,0,0,0,400.25,1.38,248,89509
20120629:2100,24.15,77.75,0,0,0,412.25,2.14,238,89509
20120629:2200,23.28,82.05,0,0,0,404.65,2.69,246,89562
20120629:2300,22.77,84.75,0,0,0,401.05,2.55,266,89509
20120630:0000,22.55,85.9,0,0,0,393.25,2.14,281,89554
20120630:0100,22.91,85.3,23,0,23,396.45,1.86,292,89589
20120630:0200,24.22,79.95,213,156.11,156,395.85,2.14,293,89607
20120630:0300,25.84,72.85,474,490.61,194,404.65,2.48,299,89625
20120630:0400,27.5,65.6,650,532.37,252,410.85,3.03,307,89598
20120630:0500,29.32,58.05,789,557.88,296,423.85,3.31,313,89571
20120630:0600,30.39,53.7,946,739.36,229,426.45,3.03,320,89491
20120630:0700,32.08,46.6,992,779.08,213,431.05,2.83,322,89446
20120630:0800,32.9,43.95,964,782.86,203,434.45,2.48,322,89348
20120630:0900,33.22,42.55,854,721.7,213,439.25,2.34,323,89286
20120630:1000,33.56,39.8,668,567.69,240,439.85,2.21,324,89169
20120630:1100,33.09,39.45,82,0,82,446.05,2.34,332,89143
20120630:1200,32.17,41.4,264,315.7,146,439.85,1.1,305,89098
20120630:1300,30.45,47.85,69,84.54,56,431.65,1.66,231,89169
20120630:1400,29.38,51.9,0,0,0,426.25,1.72,236,89330
20120630:1500,28.66,54.8,0,0,0,424.45,1.79,234,89384
20120630:1600,26.26,64.61,0,0,0,405.83,2.1,231,89411
20120630:1700,26.11,66.24,0,0,0,407.94,2.17,238,89411
20120630:1800,25.96,67.88,0,0,0,410.06,2.24,256,89384
20120630:1900,25.82,69.51,0,0,0,412.17,2.32,263,89375
20120630:2000,25.67,71.15,0,0,0,414.28,2.39,266,89375
20120630:2100,25.53,72.79,0,0,0,416.39,2.46,265,89402
20120630:2200,25.38,74.42,0,0,0,418.51,2.54,272,89357
20120630:2300,25.24,76.06,0,0,0,420.62,2.61,282,89339
20100701:0000,25.09,77.7,0,0,0,422.73,2.68,293,89580
20100701:0100,24.95,79.33,18,0,18,424.84,2.76,296,89598
20100701:0200,24.8,80.97,50,0,50,426.96,2.83,297,89634
20100701:0300,24.66,82.61,275,56.07,243,429.07,2.9,296,89625
20100701:0400,24.51,84.24,525,250.14,338,431.18,2.98,301,89616
20100701:0500,24.37,85.88,674,321.38,390,433.29,3.05,305,89598
20100701:0600,24.22,87.51,731,296.98,443,435.41,3.12,308,89554
20100701:0700,24.08,89.15,988,786.08,202,437.52,3.19,313,89527
20100701:0800,26.95,72.1,939,732.45,227,445.45,2.83,320,89482
20100701:0900,26.88,72.8,858,750.98,191,445.85,2.55,318,89428
20100701:1000,27.55,69.3,706,702.98,176,440.85,2.62,326,89268
20100701:1100,27.51,69.5,481,504.78,189,444.25,2.41,322,89295
20100701:1200,26.7,73.75,214,149.82,158,437.25,1.31,316,89259
20100701:1300,25.72,79.8,60,52.03,52,430.65,0.62,290,89268
20100701:1400,24.62,86.9,0,0,0,423.05,0.34,211,89295
20100701:1500,23.89,92.3,0,0,0,425.45,0.69,232,89366
20100701:1600,23.43,94.15,0,0,0,420.25,1.38,270,89420
20100701:1700,23.19,93.5,0,0,0,416.25,1.38,265,89464
20100701:1800,23.09,94,0,0,0,412.25,0.97,307,89464
20100701:1900,24.39,87.3,0,0,0,420.85,0.9,291,89446
20100701:2000,24.34,82.5,0,0,0,418.05,1.24,312,89411
20100701:2100,23.58,85.9,0,0,0,412.85,1.72,321,89428
20100701:2200,22.96,88.9,0,0,0,423.65,1.93,320,89473
20100701:2300,22.6,91.2,0,0,0,421.25,1.45,322,89428
20100702:0000,22.34,92.85,0,0,0,410.85,1.1,324,89437
20100702:0100,22.45,93.35,13,0,13,404.65,1.1,314,89491
20100702:0200,23.24,90.15,214,167.53,153,401.05,1.38,312,89545
20100702:0300,24.5,83.75,470,491.32,190,411.05,2.21,321,89536
20100702:0400,25.38,80.35,575,353.42,311,418.65,2.83,334,89536
20100702:0500,26.34,78.1,570,166.42,423,427.65,2.55,339,89536
20100702:0600,26.3,79.15,911,666.27,265,434.25,2.34,342,89491
20100702:0700,28.41,70.7,925,626.06,299,436.45,2.21,333,89437
20100702:0800,29.57,65.05,738,305.48,441,431.85,2.34,337,89295
20100702:0900,29.86,64.05,164,0,164,437.45,2.76,337,89232
20100702:1000,28.45,71.8,229,1.33,228,434.85,2.34,341,89169
20100702:1100,27.49,76.15,44,0,44,434.45,1.72,1,89205
20100702:1200,26.56,81.65,37,0,37,432.85,1.31,80,89187
20100702:1300,25.62,86.9,13,0,13,433.05,1.1,124,89241
20100702:1400,24.79,93.15,0,0,0,430.25,0.62,169,89277
20100702:1500,24.02,95.65,0,0,0,421.25,0.21,218,89384
20100702:1600,23.19,98.15,0,0,0,416.65,0.34,22,89446
20100702:1700,22.9,97.95,0,0,0,425.45,0.21,83,89509
20100702:1800,22.68,98,0,0,0,418.65,0.34,129,89527
20100702:1900,22.73,97.75,0,0,0,425.45,0.55,260,89446
20100702:2000,22.64,98.15,0,0,0,418.45,0.76,3,89375
20100702:2100,22.52,98.65,0,0,0,413.05,0.62,347,89295
20100702:2200,22.49,98.6,0,0,0,416.05,0.69,337,89428
20100702:2300,22.04,99.1,0,0,0,410.45,0.48,347,89455
20100703:0000,22.07,98.55,0,0,0,429.65,0.83,352,89455
20100703:0100,22.1,99.1,12,0,12,431.25,0.9,17,89500
20100703:0200,22.25,98.9,193,112.91,152,430.65,0.97,39,89509
20100703:0300,22.55,98.45,302,89.62,251,432.45,1.03,66,89518
20100703:0400,23.35,98.35,469,160.78,349,422.65,0.76,47,89545
20100703:0500,23.75,96.4,323,6.8,317,426.05,1.17,33,89527
20100703:0600,25.11,92.7,645,180.53,470,427.85,1.45,41,89500
20100703:0700,26.53,81.75,445,24,421,439.65,1.66,4,89375
20100703:0800,26.65,80.3,809,429.85,391,434.85,1.79,25,89312
20100703:0900,25.77,83.55,339,10.13,330,430.05,2.07,67,89268
20100703:1000,24.33,86.75,221,1.33,220,440.05,2.21,110,89286
20100703:1100,24,90.4,324,112.21,259,433.25,1.86,116,89312
20100703:1200,23.92,89.7,131,16.02,125,428.05,1.38,112,89303
20100703:1300,24,89.85,41,6.48,40,422.45,1.17,116,89330
20100703:1400,23.74,91.9,0,0,0,417.45,1.17,137,89357
20100703:1500,23.45,94,0,0,0,417.25,0.76,119,89411
20100703:1600,23.11,95.85,0,0,0,409.05,1.17,132,89446
20100703:1700,22.93,95.65,0,0,0,412.45,1.17,137,89464
20100703:1800,22.84,94.65,0,0,0,415.85,1.45,140,89464
20100703:1900,22.67,96.2,0,0,0,428.45,1.52,151,89446
20100703:2000,22.56,95.9,0,0,0,430.05,1.31,148,89375
20100703:2100,22.54,95.8,0,0,0,427.65,1.17,135,89366
20100703:2200,22.52,95,0,0,0,426.45,1.17,130,89509
20100703:2300,22.4,95.25,0,0,0,426.25,1.03,134,89411
20100704:0000,22.29,96.55,0,0,0,426.25,1.24,132,89437
20100704:0100,22.3,97.35,9,0,9,426.05,1.52,131,89464
20100704:0200,22.65,96.2,256,328.65,137,416.05,1.72,139,89482
20100704:0300,23.54,95.2,455,445.23,202,419.85,1.52,140,89536
20100704:0400,24.33,92.7,89,0,89,436.25,1.93,141,89571
20100704:0500,24.72,92.15,287,2.27,285,434.65,2.07,141,89545
20100704:0600,25.49,90.35,559,96.99,465,437.45,2.41,143,89500
20100704:0700,25.05,88,534,66,468,431.05,2.62,143,89518
20100704:0800,24.49,92.35,597,128.52,472,438.25,1.93,145,89455
20100704:0900,24.97,89.85,493,85.48,417,435.45,2.14,150,89366
20100704:1000,24.98,87.65,432,107.28,351,425.85,2.28,165,89357
20100704:1100,24.78,86.9,362,174.26,261,418.85,2.28,177,89330
20100704:1200,23.86,86.25,167,53.37,147,419.05,2,175,89330
20100704:1300,23.67,87.35,61,51.8,53,424.85,2,175,89393
20100704:1400,23.22,90.85,0,0,0,425.65,1.45,181,89482
20100704:1500,22.91,91.9,0,0,0,429.65,1.59,194,89554
20100704:1600,22.78,93.3,0,0,0,429.65,1.79,202,89634
20100704:1700,22.62,93.85,0,0,0,429.25,1.86,202,89679
20100704:1800,22.65,93.15,0,0,0,429.65,2.07,201,89670
20100704:1900,22.73,92.95,0,0,0,427.25,1.79,190,89670
20100704:2000,22.74,91.5,0,0,0,427.25,2.28,195,89607
20100704:2100,22.61,90.7,0,0,0,428.45,2.14,196,89607
20100704:2200,22.24,93,0,0,0,418.05,1.79,187,89679
20100704:2300,22.05,94.6,0,0,0,417.65,2.21,196,89554
20100705:0000,22.2,91.1,0,0,0,421.85,2.55,210,89625
20100705:0100,22.02,92.35,6,0,6,420.25,2.62,211,89714
20100705:0200,22.27,92.15,145,33.24,133,423.25,2.34,207,89732
20100705:0300,23.09,88.5,55,0,55,413.65,2.41,215,89741
20100705:0400,24.52,79.05,174,0,174,413.05,2.76,233,89759
20100705:0500,25.46,73.1,314,5.67,309,422.45,2.69,236,89759
20100705:0600,26.66,68.3,964,811.13,178,420.45,2.69,235,89750
20100705:0700,27.73,67.3,842,447.03,395,429.85,2.62,240,89687
20100705:0800,27.59,67.9,738,305.32,441,443.25,2.21,247,89616
20100705:0900,27.23,70.35,760,489.14,325,433.65,2,262,89562
20100705:1000,27.41,69.9,546,279.35,335,424.25,2.07,255,89491
20100705:1100,27.31,68.9,441,367.32,228,426.45,1.38,249,89491
20100705:1200,26.46,72.05,179,72.01,152,422.05,0.76,256,89464
20100705:1300,25.69,77.95,30,0,30,422.45,0.21,109,89554
20100705:1400,24.98,82.35,0,0,0,424.25,0.83,171,89625
20100705:1500,24.36,86.85,0,0,0,416.45,0.83,165,89687
20100705:1600,23.91,89.85,0,0,0,413.65,0.9,157,89732
20100705:1700,23.61,91.75,0,0,0,414.65,0.83,167,89759
20100705:1800,23.38,92.05,0,0,0,417.85,0.83,180,89768
20100705:1900,23.37,92.35,0,0,0,416.85,1.17,201,89768
20100705:2000,22.85,93.95,0,0,0,410.85,1.31,224,89732
20100705:2100,22.58,94.8,0,0,0,414.25,1.31,237,89687
20100705:2200,22.19,95.3,0,0,0,406.85,1.45,244,89786
20100705:2300,22.01,94.85,0,0,0,413.85,1.52,252,89750
20100706:0000,21.67,96.2,0,0,0,414.65,1.24,268,89777
20100706:0100,21.62,97.4,34,7.2,33,409.85,1.24,298,89812
20100706:0200,21.86,95.5,260,352.78,133,406.25,1.59,310,89821
20100706:0300,23.26,88.65,453,444.79,201,406.45,2.14,310,89804
20100706:0400,24.59,82.3,663,596.37,219,417.85,3.03,309,89786
20100706:0500,25.3,79.9,681,337.98,383,427.05,2.97,309,89804
20100706:0600,25.92,79.9,780,381.9,410,428.45,3.03,310,89795
20100706:0700,26.13,77.45,106,0,106,437.45,1.31,289,89714
20100706:0800,25.81,79.2,130,0,130,427.65,1.79,293,89741
20100706:0900,24.98,82.6,331,7.87,324,430.65,1.52,296,89679
20100706:1000,24.8,85,384,62.2,337,426.05,1.17,297,89670
20100706:1100,24.55,87.15,145,0,145,427.05,0.9,305,89589
20100706:1200,24.23,89.8,138,18.66,131,419.45,0.9,304,89571
20100706:1300,23.97,91.9,46,12.94,44,413.05,0.41,309,89616
20100706:1400,23.48,94.95,0,0,0,409.65,0.62,269,89705
20100706:1500,22.97,97.6,0,0,0,406.45,0.83,280,89795
20100706:1600,22.69,98.2,0,0,0,403.85,0.83,275,89821
20100706:1700,22.48,98.45,0,0,0,402.05,0.76,282,89821
20100706:1800,22.38,97.85,0,0,0,405.45,1.03,286,89804
20100706:1900,22.6,97.6,0,0,0,407.25,1.1,246,89795
20100706:2000,22.18,95.95,0,0,0,411.05,0.9,264,89821
20100706:2100,21.4,97.45,0,0,0,405.45,0.21,215,89732
20100706:2200,21.31,97.85,0,0,0,406.25,0.83,269,89759
20100706:2300,21.39,97.85,0,0,0,410.65,1.03,286,89759
20100707:0000,21.42,97.7,0,0,0,412.65,1.24,307,89786
20100707:0100,21.75,96.55,58,65.38,49,412.25,1.59,316,89839
20100707:0200,22.57,92.3,220,195.02,150,418.45,2,314,89839
20100707:0300,23.57,90,358,187.38,252,416.45,1.66,312,89902
20100707:0400,24.51,89,111,0,111,425.65,1.72,307,89893
20100707:0500,25.92,78.45,408,34.04,378,423.45,2.07,318,89875
20100707:0600,26.54,75.5,574,109.43,468,442.25,2.21,322,89839
20100707:0700,26.75,75.85,638,150.01,488,440.45,2.21,331,89786
20100707:0800,27.51,71.8,456,33.91,423,439.45,2.62,331,89723
20100707:0900,26.96,75.55,471,68.56,410,431.05,2.76,346,89634
20100707:1000,25.9,81.25,451,128.33,354,428.85,1.52,353,89554
20100707:1100,25.22,83.2,283,60.31,248,431.25,1.03,333,89679
20100707:1200,24.25,91.8,72,0,72,419.45,0.9,290,89643
20100707:1300,23.38,95.1,18,0,18,424.45,0.97,295,89687
20100707:1400,22.83,96.8,0,0,0,421.45,0.76,355,89768
20100707:1500,22.62,97.45,0,0,0,427.05,0.83,338,89812
20100707:1600,22.54,97.1,0,0,0,427.05,0.76,317,89839
20100707:1700,22.29,97.55,0,0,0,424.85,0.48,329,89866
20100707:1800,22.02,97.9,0,0,0,424.05,0.48,347,89857
20100707:1900,22.3,96.05,0,0,0,427.45,1.1,317,89821
20100707:2000,22.22,96.2,0,0,0,424.65,1.31,324,89804
20100707:2100,21.93,98,0,0,0,424.25,1.1,332,89759
20100707:2200,21.73,99.15,0,0,0,422.65,1.03,333,89812
20100707:2300,21.78,99.35,0,0,0,424.25,0.97,323,89795
20100708:0000,21.78,99.1,0,0,0,422.25,1.1,315,89821
20100708:0100,21.81,99.05,7,0,7,425.05,1.24,320,89830
20100708:0200,22.12,98.55,147,36.33,134,428.05,1.17,320,89893
20100708:0300,22.44,97.65,421,345.22,226,428.65,1.1,320,89946
20100708:0400,23.23,93.85,395,76.69,338,433.25,1.17,328,89973
20100708:0500,24.27,89.3,286,2.27,284,428.45,1.24,334,89973
20100708:0600,25.97,84,513,65.05,450,431.05,1.1,321,89946
20100708:0700,25.81,80.15,272,0,272,431.05,1.59,281,89893
20100708:0800,26.38,79.2,203,0,203,436.85,2.14,268,89839
20100708:0900,24.74,82.5,131,0,131,437.85,1.79,277,89795
20100708:1000,25.49,80.35,392,68.78,340,431.05,2.34,298,89705
20100708:1100,25.22,83.3,137,0,137,433.05,2,285,89696
20100708:1200,24.44,85.8,53,0,53,425.25,1.59,273,89687
20100708:1300,24.32,84.5,13,0,13,427.05,1.72,264,89741
20100708:1400,23.78,87,0,0,0,417.25,2,260,89777
20100708:1500,23.19,91.3,0,0,0,417.85,1.79,268,89857
20100708:1600,22.82,93.9,0,0,0,413.85,1.86,268,89920
20100708:1700,22.54,95.5,0,0,0,416.25,1.72,269,89964
20100708:1800,22.4,94.8,0,0,0,421.45,1.79,269,89973
20100708:1900,22.11,96.9,0,0,0,423.85,1.17,250,89929
20100708:2000,21.91,98.55,0,0,0,423.25,1.59,269,89920
20100708:2100,21.82,98.65,0,0,0,422.25,1.52,281,89893
20100708:2200,21.85,98.6,0,0,0,423.05,1.79,286,89848
20100708:2300,21.94,97.45,0,0,0,426.45,2.21,293,89839
20100709:0000,21.93,97.95,0,0,0,429.85,2,297,89839
20100709:0100,21.96,98.45,19,0,19,424.65,2,299,89884
20100709:0200,22.14,97.15,191,117.72,149,428.05,2.34,297,89911
20100709:0300,22.84,94.3,173,3.55,171,428.05,2.07,292,89929
20100709:0400,23.28,93.55,181,0,181,434.25,2.41,292,89955
20100709:0500,23.96,90.55,818,656.41,240,432.45,2.97,290,89982
20100709:0600,25.31,83.15,558,97.08,464,432.65,3.38,288,89973
20100709:0700,22.85,98.65,523,60,463,432.85,2,277,89946
20100709:0800,23.04,97.8,699,245.56,460,432.65,2.41,282,89902
20100709:0900,23.34,92.3,125,0,125,432.85,2.9,285,89830
20100709:1000,23.83,91.85,130,0,130,429.25,2.62,282,89759
20100709:1100,23.84,91.95,74,0,74,430.25,2.41,276,89741
20100709:1200,23.63,92.35,84,0,84,433.25,2.28,263,89661
20100709:1300,23.46,93.85,38,6.48,37,429.45,2.14,252,89696
20100709:1400,23.27,94.7,0,0,0,430.65,1.93,252,89741
20100709:1500,23.21,94.15,0,0,0,427.65,1.93,254,89804
20100709:1600,23.26,93.25,0,0,0,426.45,1.93,255,89893
20100709:1700,23.37,92.05,0,0,0,430.05,2.07,263,89911
20100709:1800,23.23,91.9,0,0,0,425.85,2.21,269,89938
20100709:1900,23.37,90.05,0,0,0,427.25,3.17,272,89911
20100709:2000,22.88,92.25,0,0,0,419.65,3.03,277,89830
20100709:2100,22.52,94.05,0,0,0,409.05,2.83,276,89804
20100709:2200,22.4,95.2,0,0,0,421.85,2.76,272,89830
20100709:2300,22.33,96,0,0,0,424.85,2.62,275,89830
20100710:0000,22.22,96.9,0,0,0,420.85,2.48,280,89857
20100710:0100,22.27,96.95,44,29.9,40,426.05,2.97,283,89902
20100710:0200,22.57,95,145,36.55,132,427.65,4.28,286,89964
20100710:0300,23.27,89.45,321,120.75,253,421.05,4.55,288,89991
20100710:0400,24.46,82.85,452,140.16,348,429.65,4.28,290,89973
20100710:0500,25.19,79.9,603,213.6,415,438.45,3.79,284,89938
20100710:0600,26.64,73.7,899,640.41,279,441.25,3.93,278,89920
20100710:0700,27.21,71.65,743,279.02,464,436.85,3.59,278,89857
20100710:0800,27.67,70.35,901,629.74,288,437.85,3.59,280,89804
20100710:0900,28.18,69.25,594,189.81,425,433.65,3.72,280,89732
20100710:1000,28.28,69.15,481,167.89,354,432.05,3.79,281,89634
20100710:1100,26.55,75.65,68,0,68,425.85,3.17,282,89643
20100710:1200,26.59,74.25,102,2.66,101,423.25,3.38,278,89527
20100710:1300,25.94,76.1,22,0,22,426.85,2.62,274,89679
20100710:1400,24.95,81.85,0,0,0,424.25,1.79,261,89750
20100710:1500,24.67,84.3,0,0,0,421.05,1.86,254,89812
20100710:1600,24.44,86.1,0,0,0,419.05,2.14,251,89893
20100710:1700,23.77,87.85,0,0,0,419.25,2.76,256,89884
20100710:1800,23.56,88.65,0,0,0,426.05,2.97,264,89875
20100710:1900,24.55,83.4,0,0,0,420.05,3.17,267,89857
20100710:2000,24.29,84.25,0,0,0,421.45,3.24,269,89812
20100710:2100,23.86,85.95,0,0,0,408.65,3.17,269,89786
20100710:2200,23.62,87.25,0,0,0,415.85,3.24,270,89768
20100710:2300,23.38,88.8,0,0,0,416.85,3.38,272,89768
20100711:0000,23.19,90.1,0,0,0,422.45,3.17,273,89812
20100711:0100,23.09,91.55,53,60.39,45,425.85,3.17,269,89848
20100711:0200,23.22,91.5,92,2.82,91,430.25,4.55,269,89893
20100711:0300,23.68,88.4,305,97.82,250,433.05,5.1,274,89920
20100711:0400,24.39,85.1,256,5.4,252,429.85,4.83,277,89964
20100711:0500,25.65,81.55,210,0,210,430.25,4,280,89964
20100711:0600,24.03,85.5,342,4.13,338,439.25,3.59,275,89946
20100711:0700,24.65,82.5,487,41,446,439.65,3.24,281,89955
20100711:0800,24.99,82.1,527,71.9,457,437.05,3.52,268,89830
20100711:0900,25.6,80.55,603,202.13,423,425.85,3.93,270,89741
20100711:1000,26.65,77.55,596,381.98,307,419.45,3.59,278,89598
20100711:1100,25.61,81.5,408,273.73,249,427.65,2.97,284,89607
20100711:1200,24.87,83.3,229,189.18,158,426.45,2.55,267,89643
20100711:1300,24.31,86.2,65,64.96,55,422.45,2.55,262,89723
20100711:1400,23.85,88.25,0,0,0,420.85,2.34,255,89750
20100711:1500,23.63,89.55,0,0,0,421.25,2.62,253,89804
20100711:1600,23.44,90.2,0,0,0,420.65,2.48,256,89839
20100711:1700,23.35,90.85,0,0,0,416.65,2.48,257,89875
20100711:1800,23.23,91.3,0,0,0,410.65,2.83,257,89830
20100711:1900,23.19,92.45,0,0,0,415.85,3.17,263,89777
20100711:2000,23.12,92.05,0,0,0,417.45,3.31,268,89723
20100711:2100,22.92,92.25,0,0,0,414.85,3.31,271,89679
20100711:2200,22.75,92.7,0,0,0,423.05,3.45,271,89705
20100711:2300,22.56,93.4,0,0,0,422.85,3.45,272,89679
20100712:0000,22.46,93.7,0,0,0,423.25,3.31,275,89723
20100712:0100,22.42,94.05,7,0,7,426.85,3.03,276,89723
20100712:0200,22.62,93.3,109,8.49,106,428.05,3.45,277,89777
20100712:0300,23.08,88.7,76,0,76,426.65,4.14,279,89795
20100712:0400,23.5,85.25,169,0,169,427.65,4.9,278,89866
20100712:0500,23.89,86.15,263,1.14,262,423.85,4.48,281,89866
20100712:0600,25.01,82.95,352,6.2,346,416.45,3.79,281,89839
20100712:0700,23.88,93.2,174,0,174,424.65,2.34,271,89812
20100712:0800,24.42,91.05,263,0,263,424.25,2.69,271,89732
20100712:0900,24.97,86.3,295,2.25,293,426.05,2.55,272,89661
20100712:1000,24.81,81.95,474,157.26,355,432.45,3.31,271,89598
20100712:1100,24.15,81.95,262,41.32,238,424.65,3.31,269,89607
20100712:1200,24.19,82.45,210,135.93,159,418.25,2.83,258,89580
20100712:1300,23.86,84.05,61,52.08,53,416.25,3.45,258,89634
20100712:1400,23.6,85.35,0,0,0,423.05,2.69,257,89732
20100712:1500,23.43,86.05,0,0,0,419.85,2.48,259,89804
20100712:1600,23.35,86.2,0,0,0,421.45,2.48,260,89857
20100712:1700,23.23,86.65,0,0,0,417.25,2.62,260,89884
20100712:1800,23.07,87.1,0,0,0,412.45,2.97,260,89884
20100712:1900,23.18,87.35,0,0,0,410.25,3.03,254,89839
20100712:2000,22.97,87.35,0,0,0,408.45,3.38,260,89804
20100712:2100,22.66,88.1,0,0,0,408.25,3.59,266,89750
20100712:2200,22.35,89.4,0,0,0,414.85,3.52,272,89812
20100712:2300,22.15,90.55,0,0,0,413.05,3.52,277,89732
20100713:0000,22.07,91.2,0,0,0,419.65,3.38,283,89759
20100713:0100,21.99,92.45,35,7.7,34,416.65,3.38,288,89804
20100713:0200,21.96,93.3,69,0,69,420.65,3.1,288,89857
20100713:0300,22.22,92.9,213,16.06,204,423.65,3.31,290,89929
20100713:0400,23.08,89.45,202,0,202,413.85,4,292,89929
20100713:0500,24.04,85.2,268,1.14,267,410.85,3.86,294,89911
20100713:0600,24.92,80.85,593,128.15,469,419.45,3.52,293,89902
20100713:0700,25.75,76.8,701,222.03,479,428.85,3.66,283,89857
20100713:0800,26.52,72.1,825,461.14,376,425.05,3.86,283,89804
20100713:0900,26.94,68.2,703,364.86,378,430.05,3.86,284,89723
20100713:1000,26.88,68.05,677,602.57,221,432.05,3.86,288,89580
20100713:1100,26.63,68.55,466,444.18,208,425.05,3.72,290,89607
20100713:1200,26.04,71.95,275,365.34,138,419.25,2.97,289,89580
20100713:1300,25.46,73.5,57,39.16,51,422.25,2.9,288,89643
20100713:1400,24.88,75.9,0,0,0,413.85,2.83,279,89714
20100713:1500,24.45,78.5,0,0,0,413.05,2.69,274,89768
20100713:1600,24.15,81,0,0,0,420.25,2.62,274,89812
20100713:1700,23.69,84.35,0,0,0,412.65,2.55,276,89857
20100713:1800,23.4,86.6,0,0,0,413.05,2.62,279,89848
20100713:1900,23.63,83.2,0,0,0,413.65,2.97,281,89848
20100713:2000,23.48,84.6,0,0,0,416.05,3.24,284,89804
20100713:2100,23.26,86.45,0,0,0,414.05,3.59,285,89786
20100713:2200,22.97,88.65,0,0,0,414.65,3.38,284,89795
20100713:2300,22.85,89.9,0,0,0,424.65,3.31,286,89795
20100714:0000,22.64,91.4,0,0,0,423.45,3.38,289,89830
20100714:0100,22.47,92.9,14,0,14,422.05,3.31,295,89884
20100714:0200,22.11,96.25,67,0,67,423.65,3.31,297,89902
20100714:0300,22.11,97.8,74,0,74,423.45,3.1,304,89946
20100714:0400,22.23,97.05,273,9.46,266,424.85,3.59,308,89955
20100714:0500,22.48,96.2,406,34.14,376,424.65,3.52,311,89955
20100714:0600,22.7,96.35,563,101.3,465,419.25,3.24,309,89902
20100714:0700,24.82,85.55,529,63.01,466,431.05,2.41,315,89884
20100714:0800,25.57,83.05,846,503.22,356,431.05,2.48,310,89812
20100714:0900,25.6,83,350,11.23,340,433.45,2.62,300,89741
20100714:1000,25.98,80.2,117,0,117,428.85,3.45,296,89580
20100714:1100,25.64,81.1,225,17.22,215,428.85,3.24,289,89580
20100714:1200,25.31,82.6,126,10.67,122,427.65,3.03,289,89527
20100714:1300,24.77,85.9,68,78.54,56,424.45,2.83,289,89625
20100714:1400,24.18,88.75,0,0,0,425.05,2.28,289,89696
20100714:1500,23.2,91.35,0,0,0,420.85,2.21,295,89821
20100714:1600,22.48,95.5,0,0,0,427.25,1.93,289,89866
20100714:1700,22.27,96.45,0,0,0,417.05,1.79,289,89866
20100714:1800,22.3,96.5,0,0,0,415.85,2,291,89821
20100714:1900,22.42,96.85,0,0,0,417.05,2.34,296,89768
20100714:2000,22.3,97.3,0,0,0,417.25,2.55,294,89714
20100714:2100,22.05,98.25,0,0,0,414.65,2.41,293,89661
20100714:2200,21.87,99.05,0,0,0,422.85,2.41,299,89741
20100714:2300,21.59,99.2,0,0,0,425.25,1.72,304,89750
20100715:0000,21.42,98.6,0,0,0,424.85,1.72,313,89732
20100715:0100,21.56,98.9,23,0,23,425.85,1.93,311,89759
20100715:0200,21.77,99,60,0,60,424.25,2.41,307,89812
20100715:0300,22.13,98.15,42,0,42,427.25,3.03,310,89821
20100715:0400,22.3,98.65,60,0,60,428.85,3.1,308,89821
20100715:0500,22.34,98.85,113,0,113,429.45,3.24,306,89821
20100715:0600,22.5,98.35,417,20.68,397,427.45,3.31,305,89777
20100715:0700,23.42,97.85,251,0,251,424.45,2.83,322,89750
20100715:0800,23.69,98.5,284,0,284,430.65,2.34,323,89696
20100715:0900,24.36,97.05,345,11.22,335,428.65,2.41,324,89607
